15.00	296.05	86.29	15	0.34	43.00	2.15	19.50
12.00	309.62	87.85	16	-1.00	39.00	1.90	17.71
13.00	308.98	86.81	16	1.22	37.00	2.28	15.59
14.00	309.43	86.65	16	0.48	77.00	1.31	17.14
15.00	308.41	87.25	16	1.18	62.00	1.55	16.19
16.00	309.53	88.62	16	1.77	50.00	2.12	20.43
17.00	309.78	88.11	16	0.57	42.00	1.83	17.98
0.00	229.13	122.44	17	-1.00	94.00	1.51	18.07
1.00	228.84	121.94	17	0.58	84.00	1.28	18.28
2.00	227.78	121.72	17	1.08	69.00	1.36	22.95
3.00	226.69	120.27	17	1.81	51.00	1.88	24.71
4.00	227.98	121.58	17	1.84	40.00	2.75	24.90
5.00	227.66	121.64	17	0.33	90.00	1.51	19.52
6.00	228.40	120.14	17	1.67	85.00	0.73	19.74
7.00	228.94	120.23	17	0.55	81.00	1.12	20.72
8.00	227.84	120.87	17	1.27	101.00	1.54	25.50
9.00	227.64	121.83	17	0.98	59.00	2.26	20.08
10.00	226.40	120.36	17	1.92	106.00	1.68	23.57
11.00	225.91	120.58	17	0.54	56.00	2.40	23.07
12.00	227.28	121.49	17	1.64	57.00	1.57	18.63
13.00	228.01	121.50	17	0.73	54.00	1.74	17.37
14.00	228.52	121.60	17	0.52	71.00	1.54	17.55
15.00	226.86	121.69	17	1.66	74.00	1.51	16.72
16.00	227.83	122.11	17	1.06	66.00	1.20	21.51
17.00	227.89	121.30	17	0.81	43.00	1.75	16.00
18.00	228.25	122.06	17	0.84	43.00	1.71	19.59
20.00	221.02	118.84	17	-1.00	69.00	1.44	18.64
21.00	221.05	118.36	17	0.48	101.00	1.26	21.03
22.00	221.15	118.63	17	0.29	53.00	1.30	18.00
23.00	221.15	119.02	17	0.39	93.00	0.96	15.80
24.00	221.30	119.64	17	0.64	62.00	1.48	18.50
25.00	221.62	120.17	17	0.62	78.00	1.13	18.68
26.00	222.26	119.14	17	1.21	37.00	1.91	19.79
27.00	221.77	118.56	17	0.76	50.00	1.66	19.26
28.00	221.02	118.03	17	0.92	123.00	0.52	22.18
29.00	221.25	118.61	17	0.62	67.00	1.07	21.04
30.00	221.11	118.64	17	0.14	60.00	1.55	18.77
31.00	221.50	118.42	17	0.45	86.00	1.10	21.46
32.00	221.08	117.83	17	0.72	43.00	1.40	14.55
0.00	274.93	115.92	18	-1.00	52.00	2.35	22.38
1.00	275.53	116.23	18	0.68	81.00	1.88	26.04
2.00	275.55	115.67	18	0.56	72.00	1.32	23.31
3.00	275.36	116.21	18	0.57	36.00	2.83	25.18
4.00	274.76	116.36	18	0.62	33.00	4.00	30.73
5.00	274.84	115.86	18	0.51	76.00	1.56	22.99
6.00	273.17	115.54	18	1.70	58.00	1.56	21.42
7.00	274.51	117.35	18	2.25	32.00	3.34	25.15
8.00	275.14	115.44	18	2.01	68.00	1.45	23.63
9.00	275.20	116.03	18	0.59	94.00	1.42	23.80
10.00	275.37	115.78	18	0.30	58.00	1.36	20.98
11.00	275.59	116.18	18	0.46	44.00	1.95	20.54
12.00	275.62	115.57	18	0.61	49.00	1.89	22.97
13.00	274.84	116.29	18	1.06	40.00	2.63	20.29
14.00	274.69	116.74	18	0.47	55.00	2.13	26.28
15.00	275.24	116.76	18	0.55	66.00	2.54	23.55
16.00	275.24	116.14	18	0.62	44.00	2.03	20.89
17.00	275.62	117.14	18	1.07	71.00	1.38	21.97
18.00	274.95	116.82	18	0.74	50.00	2.02	20.92
20.00	275.18	116.15	18	-1.00	59.00	1.70	22.17
21.00	274.87	115.76	18	0.50	32.00	2.99	20.07
22.00	275.72	115.31	18	0.96	63.00	1.59	20.06
23.00	274.02	116.56	18	2.11	48.00	1.96	21.07
24.00	273.40	115.87	18	0.93	53.00	1.37	21.95
26.00	275.55	116.27	18	-1.00	73.00	1.47	19.23
27.00	274.84	116.57	18	0.77	56.00	1.39	18.53
28.00	274.67	116.28	18	0.34	49.00	2.39	18.14
29.00	275.57	116.87	18	1.08	47.00	1.78	23.38
30.00	273.89	116.18	18	1.82	40.00	2.60	20.59
31.00	274.12	115.31	18	0.90	55.00	2.08	18.09
32.00	274.21	115.68	18	0.38	55.00	2.33	25.74
33.00	274.50	115.34	18	0.45	46.00	1.28	17.28
34.00	273.56	116.40	18	1.42	38.00	1.92	18.63
35.00	275.12	115.67	18	1.72	47.00	1.77	20.88
36.00	274.75	116.40	18	0.82	47.00	2.37	17.47
37.00	275.16	116.05	18	0.54	71.00	1.77	22.20
38.00	275.01	116.74	18	0.71	63.00	1.99	18.50
39.00	274.46	117.11	18	0.66	54.00	2.45	23.64
40.00	273.71	116.39	18	1.04	59.00	1.82	24.24
41.00	275.10	116.31	18	1.39	41.00	2.95	24.83
42.00	274.07	115.76	18	1.17	37.00	1.70	23.15
43.00	274.51	116.47	18	0.84	37.00	2.11	17.86
44.00	274.32	115.99	18	0.52	59.00	2.12	18.31
45.00	274.62	116.89	18	0.95	46.00	1.57	21.05
47.00	274.19	115.66	18	-1.00	48.00	1.77	22.02
48.00	274.15	117.19	18	1.53	65.00	1.83	22.90
49.00	274.84	116.48	18	0.99	56.00	1.98	18.58
50.00	274.48	115.53	18	1.02	42.00	2.71	23.37
51.00	274.79	116.63	18	1.14	52.00	2.14	20.88
52.00	274.93	115.64	18	1.00	39.00	2.00	20.97
53.00	274.72	116.58	18	0.96	38.00	2.33	20.87
54.00	274.67	117.47	18	0.89	36.00	1.94	18.62
55.00	274.99	116.39	18	1.13	41.00	2.65	25.71
56.00	275.36	115.56	18	0.91	76.00	1.63	16.10
57.00	274.80	116.80	18	1.36	57.00	2.11	19.94
59.00	275.18	115.69	18	-1.00	54.00	1.75	19.77
60.00	274.74	116.56	18	0.97	64.00	1.95	17.54
61.00	274.52	115.50	18	1.08	67.00	1.59	23.12
62.00	273.36	116.31	18	1.41	45.00	1.85	19.44
63.00	274.65	115.53	18	1.51	56.00	1.99	26.09
64.00	274.67	115.90	18	0.37	39.00	1.88	28.35
65.00	274.53	115.05	18	0.86	68.00	1.38	19.54
66.00	275.74	116.61	18	1.97	51.00	1.18	18.96
67.00	274.25	114.89	18	2.28	52.00	1.80	22.01
13.00	315.07	69.92	19	-1.00	72.00	1.59	23.70
14.00	314.86	69.54	19	0.43	68.00	1.31	24.56
15.00	315.51	69.80	19	0.70	53.00	2.16	24.32
16.00	316.37	69.59	19	0.89	54.00	2.26	22.14
17.00	316.78	68.58	19	1.09	59.00	1.40	29.22
18.00	318.06	70.63	19	2.42	84.00	0.63	20.86
19.00	315.04	70.89	19	3.03	88.00	1.15	16.09
17.00	235.22	108.69	20	-1.00	107.00	1.41	18.08
18.00	238.95	113.84	20	6.36	48.00	1.63	19.02
19.00	239.70	113.05	20	1.09	47.00	1.43	16.27
20.00	245.34	110.34	20	6.26	38.00	2.19	17.48
15.00	234.90	107.60	21	-1.00	57.00	1.30	15.78
16.00	233.87	108.16	21	1.17	62.00	1.92	16.79
17.00	235.30	108.60	21	1.50	37.00	3.60	29.55
18.00	236.61	100.55	21	8.16	43.00	2.19	17.74
19.00	236.10	103.89	21	3.38	56.00	1.42	16.62
20.00	234.53	103.83	21	1.57	68.00	1.60	16.13
0.00	275.54	60.70	22	-1.00	60.00	2.41	20.32
1.00	274.16	59.21	22	2.03	34.00	3.05	22.24
2.00	275.19	59.05	22	1.04	90.00	1.85	22.85
3.00	273.78	58.76	22	1.44	59.00	2.67	24.71
4.00	275.55	58.82	22	1.77	68.00	1.57	18.88
5.00	274.84	56.56	22	2.37	36.00	1.82	19.66
6.00	274.20	57.76	22	1.36	67.00	1.88	21.32
7.00	273.93	58.67	22	0.95	45.00	1.81	27.41
8.00	273.08	58.37	22	0.90	79.00	1.99	19.31
9.00	272.83	57.98	22	0.46	58.00	1.95	24.85
10.00	273.08	57.21	22	0.81	64.00	1.72	22.65
11.00	272.83	57.50	22	0.38	43.00	1.89	19.90
12.00	273.54	57.44	22	0.71	65.00	1.84	19.74
13.00	274.23	57.74	22	0.75	62.00	2.63	25.84
14.00	274.93	59.51	22	1.90	71.00	1.72	22.99
15.00	274.93	59.14	22	0.37	59.00	1.66	18.96
16.00	275.37	59.89	22	0.87	65.00	1.79	19.54
17.00	275.56	60.34	22	0.49	52.00	1.90	20.91
18.00	276.15	59.16	22	1.32	43.00	2.51	22.56
19.00	274.16	58.00	22	2.30	42.00	1.66	20.32
20.00	273.90	58.48	22	0.55	50.00	1.41	19.05
22.00	271.13	58.69	22	-1.00	59.00	1.49	23.46
23.00	273.78	59.75	22	2.85	45.00	1.63	19.18
24.00	274.58	58.89	22	1.17	39.00	2.81	21.75
25.00	275.17	60.34	22	1.57	81.00	1.33	25.26
26.00	274.24	59.26	22	1.43	31.00	4.00	26.13
27.00	276.73	60.64	22	2.85	38.00	2.04	16.65
28.00	274.51	59.91	22	2.34	52.00	2.69	25.43
29.00	275.08	59.75	22	0.59	56.00	1.71	23.81
18.00	308.06	58.16	23	-1.00	41.00	2.45	21.73
19.00	308.08	56.96	23	1.20	51.00	1.17	15.73
20.00	304.88	63.38	23	7.17	52.00	1.13	20.09
21.00	308.69	56.91	23	7.51	69.00	0.78	14.30
19.00	292.57	90.27	24	-1.00	36.00	1.83	15.76
20.00	297.49	86.33	24	6.30	41.00	1.76	14.32
21.00	298.46	84.34	24	2.21	43.00	1.59	16.80
22.00	297.65	85.39	24	1.33	47.00	1.72	14.28
19.00	251.32	64.42	25	-1.00	66.00	1.37	19.61
20.00	250.70	64.97	25	0.83	43.00	1.94	22.38
21.00	248.88	66.01	25	2.10	60.00	2.08	20.39
22.00	249.43	65.29	25	0.91	35.00	2.33	17.45
20.00	290.96	75.35	26	-1.00	37.00	1.64	18.33
21.00	289.06	75.23	26	1.90	52.00	1.53	18.34
22.00	289.20	73.36	26	1.88	58.00	1.68	17.29
23.00	290.56	74.31	26	1.66	46.00	1.60	19.29
19.00	302.42	35.23	27	-1.00	59.00	1.21	17.28
20.00	303.18	37.90	27	2.78	47.00	1.89	23.42
21.00	302.91	36.79	27	1.14	35.00	3.89	20.04
22.00	303.72	35.38	27	1.63	82.00	1.44	20.63
23.00	305.83	34.02	27	2.51	34.00	2.60	23.01
19.00	252.38	140.45	28	-1.00	38.00	2.30	21.46
20.00	254.43	143.98	28	4.08	32.00	3.94	22.70
21.00	252.48	147.79	28	4.28	41.00	1.50	19.86
22.00	253.68	139.25	28	8.62	36.00	2.97	19.32
23.00	253.14	140.40	28	1.27	51.00	2.00	17.60
24.00	253.40	140.40	28	0.26	41.00	2.36	23.11
25.00	249.53	137.15	28	5.05	34.00	2.13	20.93
26.00	264.43	110.39	29	-1.00	40.00	2.13	21.74
27.00	263.40	110.16	29	1.06	52.00	1.27	17.06
28.00	264.48	109.96	29	1.10	36.00	1.86	16.58
29.00	263.77	112.32	29	2.46	35.00	1.81	17.40
24.00	245.48	109.73	30	-1.00	44.00	2.21	18.29
25.00	246.15	108.88	30	1.08	41.00	1.40	20.67
26.00	245.91	109.60	30	0.76	31.00	2.89	14.82
27.00	246.57	108.90	30	0.96	35.00	1.96	19.83
28.00	245.91	109.38	30	0.82	50.00	1.68	19.44
29.00	245.01	109.12	30	0.94	41.00	1.47	15.10
26.00	315.36	70.97	31	-1.00	45.00	1.72	16.98
27.00	315.74	70.52	31	0.59	65.00	1.15	14.47
28.00	316.41	78.81	31	8.32	36.00	1.96	16.24
29.00	316.87	79.22	31	0.62	112.00	0.63	20.83
15.00	234.37	139.79	32	-1.00	36.00	2.07	18.49
16.00	234.45	139.88	32	0.12	71.00	1.28	17.48
17.00	233.62	141.38	32	1.71	52.00	1.50	16.91
18.00	233.55	140.95	32	0.44	77.00	1.63	19.12
19.00	233.71	140.81	32	0.21	39.00	2.01	21.23
20.00	233.99	140.29	32	0.59	56.00	1.37	18.02
21.00	235.07	139.73	32	1.22	82.00	1.40	18.16
22.00	234.85	140.75	32	1.04	71.00	1.66	17.27
23.00	235.15	140.73	32	0.30	57.00	1.67	20.53
24.00	234.19	140.47	32	0.99	71.00	1.50	20.50
25.00	235.69	140.39	32	1.50	45.00	2.62	16.98
26.00	237.23	140.75	32	1.58	75.00	1.31	18.28
27.00	235.79	140.08	32	1.59	48.00	1.83	21.80
28.00	233.99	140.82	32	1.95	60.00	1.80	19.73
29.00	234.30	139.80	32	1.07	79.00	1.32	18.17
30.00	234.43	139.59	32	0.25	64.00	1.63	20.85
23.00	237.79	71.87	33	-1.00	47.00	1.31	15.00
24.00	238.52	72.23	33	0.81	39.00	1.77	18.09
25.00	238.52	72.16	33	0.07	40.00	1.88	18.58
26.00	238.93	71.27	33	0.98	64.00	1.46	17.22
27.00	238.92	71.18	33	0.09	58.00	1.93	23.47
28.00	240.42	79.18	33	8.14	59.00	1.42	17.14
29.00	236.09	76.60	33	5.04	70.00	1.54	17.83
30.00	236.45	75.31	33	1.34	35.00	2.39	20.24
32.00	234.97	77.59	33	-1.00	57.00	1.72	19.58
33.00	238.06	79.70	33	3.74	42.00	1.64	20.11
34.00	239.96	79.42	33	1.92	77.00	1.47	20.69
35.00	236.03	78.90	33	3.96	83.00	0.74	18.68
31.00	244.57	63.83	34	-1.00	77.00	1.41	20.18
32.00	243.63	65.01	34	1.51	99.00	1.52	26.54
33.00	242.55	64.95	34	1.08	80.00	1.43	22.76
34.00	245.64	67.87	34	4.25	61.00	2.03	25.26
0.00	319.30	39.12	35	-1.00	41.00	1.68	21.39
1.00	314.98	41.00	35	4.71	69.00	1.56	24.64
2.00	313.33	40.93	35	1.65	121.00	1.60	22.29
3.00	314.04	44.75	35	3.89	60.00	2.21	19.24
4.00	316.19	42.42	35	3.17	98.00	1.81	24.83
5.00	314.80	44.70	35	2.67	93.00	1.56	20.92
6.00	315.47	43.74	35	1.17	94.00	1.79	23.04
7.00	316.53	45.29	35	1.88	100.00	1.74	22.04
8.00	317.63	42.81	35	2.71	48.00	2.40	22.42
9.00	324.20	43.77	35	6.64	32.00	4.00	32.04
10.00	322.77	46.91	35	3.45	77.00	1.02	21.90
11.00	326.56	50.34	35	5.11	75.00	1.54	21.84
12.00	326.89	49.14	35	1.24	57.00	1.84	20.84
13.00	327.00	50.70	35	1.56	80.00	1.30	21.67
14.00	327.06	50.52	35	0.19	79.00	1.34	26.10
15.00	326.81	51.14	35	0.67	33.00	2.41	24.66
16.00	327.49	54.49	35	3.42	56.00	1.87	22.61
17.00	329.01	51.93	35	2.98	78.00	1.13	20.89
18.00	328.29	50.92	35	1.24	50.00	1.84	22.37
19.00	328.83	51.42	35	0.74	88.00	1.08	20.01
20.00	328.15	52.41	35	1.20	38.00	1.62	20.63
21.00	327.47	54.66	35	2.35	61.00	2.32	25.30
22.00	327.52	52.17	35	2.49	33.00	2.56	23.36
23.00	327.75	53.46	35	1.31	60.00	1.83	25.24
24.00	328.20	53.10	35	0.58	60.00	1.53	20.20
25.00	327.97	52.63	35	0.52	73.00	1.88	23.12
26.00	328.57	52.49	35	0.62	107.00	1.31	18.48
27.00	327.86	52.18	35	0.77	85.00	1.69	21.14
28.00	327.61	51.43	35	0.79	60.00	1.78	13.95
29.00	327.47	50.86	35	0.59	67.00	1.82	22.00
30.00	327.02	52.20	35	1.41	83.00	1.64	20.39
31.00	327.43	52.39	35	0.45	69.00	1.76	18.22
32.00	327.79	52.49	35	0.37	76.00	1.28	19.52
33.00	328.40	52.85	35	0.71	33.00	2.19	17.73
34.00	326.04	54.82	35	3.07	39.00	1.95	13.46
35.00	327.85	53.78	35	2.09	37.00	1.82	20.20
5.00	267.98	88.78	36	-1.00	56.00	1.69	18.50
6.00	267.97	88.17	36	0.61	70.00	1.58	19.26
7.00	268.40	88.73	36	0.71	65.00	1.63	18.31
8.00	269.12	88.49	36	0.76	43.00	1.98	17.16
9.00	268.63	88.40	36	0.50	49.00	1.77	21.39
10.00	269.51	89.19	36	1.18	51.00	1.80	18.60
11.00	269.39	88.42	36	0.78	46.00	1.60	19.02
12.00	268.94	89.40	36	1.08	100.00	1.10	20.53
13.00	268.83	89.78	36	0.40	71.00	1.94	23.91
14.00	268.46	89.62	36	0.40	97.00	1.14	21.58
15.00	268.02	88.84	36	0.90	66.00	1.44	16.64
16.00	268.16	89.23	36	0.41	74.00	1.18	20.79
17.00	268.46	87.60	36	1.66	87.00	1.24	18.33
18.00	268.47	88.13	36	0.53	48.00	1.59	18.74
19.00	268.63	87.74	36	0.42	74.00	1.61	22.38
20.00	268.19	89.13	36	1.46	106.00	1.29	25.55
21.00	264.54	88.40	36	3.72	69.00	1.93	23.90
22.00	264.12	88.49	36	0.43	75.00	1.47	16.47
23.00	265.15	87.89	36	1.19	57.00	1.44	17.41
24.00	264.76	89.03	36	1.20	108.00	1.07	17.49
25.00	264.68	88.95	36	0.11	65.00	1.92	19.26
26.00	266.19	87.71	36	1.95	91.00	1.31	23.69
27.00	264.96	86.90	36	1.47	94.00	1.06	20.79
28.00	265.27	87.61	36	0.77	52.00	1.58	18.29
29.00	266.11	87.58	36	0.84	48.00	1.60	18.38
30.00	271.02	87.55	36	4.91	46.00	1.54	15.79
31.00	265.03	87.59	36	5.99	58.00	1.57	20.06
32.00	264.87	87.30	36	0.33	45.00	1.47	17.00
33.00	266.08	87.51	36	1.23	44.00	2.07	18.02
34.00	265.75	88.07	36	0.65	66.00	1.29	18.15
35.00	265.05	88.66	36	0.92	59.00	1.33	19.00
36.00	263.89	87.98	36	1.34	75.00	1.41	21.00
0.00	285.40	45.07	37	-1.00	155.00	1.56	19.76
1.00	285.50	44.56	37	0.52	118.00	1.54	22.07
2.00	285.14	44.57	37	0.36	103.00	1.72	22.69
3.00	285.03	45.41	37	0.85	109.00	1.40	24.83
4.00	285.80	44.55	37	1.15	125.00	1.57	28.96
5.00	286.20	44.79	37	0.47	86.00	1.70	20.80
6.00	285.93	45.21	37	0.50	87.00	1.71	23.19
7.00	285.70	43.92	37	1.31	127.00	1.76	20.90
8.00	285.27	44.66	37	0.86	88.00	2.04	24.79
9.00	286.04	43.60	37	1.31	153.00	1.29	29.80
10.00	285.66	43.29	37	0.49	187.00	1.40	27.93
11.00	286.00	43.28	37	0.34	121.00	1.68	27.18
12.00	285.32	44.35	37	1.27	106.00	1.33	21.00
13.00	286.22	44.16	37	0.92	96.00	1.16	22.56
14.00	285.70	44.49	37	0.62	66.00	1.70	21.97
15.00	285.66	44.79	37	0.30	78.00	1.52	21.58
16.00	286.37	43.83	37	1.19	65.00	2.02	23.89
17.00	286.15	44.72	37	0.92	78.00	1.67	22.96
18.00	285.60	44.46	37	0.61	85.00	1.94	27.07
19.00	285.73	44.60	37	0.19	102.00	1.69	20.59
20.00	286.73	44.30	37	1.04	97.00	1.85	26.46
21.00	286.75	42.92	37	1.38	86.00	1.89	18.00
22.00	287.23	44.10	37	1.27	50.00	1.85	18.82
23.00	286.97	43.55	37	0.61	70.00	1.61	27.28
24.00	285.76	41.45	37	2.42	67.00	0.96	18.66
25.00	286.94	42.75	37	1.76	41.00	3.94	28.23
26.00	284.51	41.96	37	2.56	77.00	1.95	23.61
27.00	284.46	43.01	37	1.05	86.00	1.80	25.50
28.00	285.13	44.31	37	1.46	93.00	1.81	20.65
29.00	285.97	43.76	37	1.00	71.00	1.78	24.15
30.00	284.93	43.54	37	1.06	74.00	2.13	22.89
31.00	284.90	43.75	37	0.21	149.00	1.51	22.19
32.00	284.77	42.99	37	0.77	107.00	1.97	25.83
33.00	284.56	43.44	37	0.50	84.00	1.40	23.31
34.00	284.47	43.72	37	0.29	102.00	1.48	20.77
35.00	284.90	43.61	37	0.44	79.00	1.49	17.71
36.00	284.61	44.11	37	0.58	61.00	1.95	20.67
37.00	283.70	45.16	37	1.39	66.00	1.47	19.06
39.00	284.76	44.31	37	-1.00	51.00	2.04	18.08
40.00	284.30	43.66	37	0.80	72.00	1.47	18.86
41.00	284.48	43.68	37	0.18	69.00	1.71	23.03
42.00	284.72	43.87	37	0.31	59.00	1.17	19.10
43.00	284.95	42.46	37	1.43	108.00	1.46	19.72
44.00	284.41	43.23	37	0.94	60.00	1.44	20.99
45.00	284.63	43.29	37	0.23	69.00	1.72	17.99
46.00	284.61	43.66	37	0.37	100.00	1.33	20.57
47.00	284.58	43.31	37	0.35	108.00	1.51	23.79
48.00	283.86	42.91	37	0.82	73.00	1.78	25.91
